seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	139940662	139940781	120	*	X30242	56654	139933909	139940676	6768	-	0	overlapStart	0	NPDC1
chr9	139948537	139948656	120	*	X30243	954	139942551	139948503	5953	-	33	upstream	33	ENTPD2
chr9	139971547	139971651	105	*	X30244	91373	139971953	139978990	7038	+	301	upstream	301	UAP1L1
chr9	139971883	139971991	109	*	X30245	91373	139971953	139978990	7038	+	0	overlapStart	0	UAP1L1
chr9	139972247	139972411	165	*	X30246	91373	139971953	139978990	7038	+	0	inside	293	UAP1L1
chr9	140009002	140009136	135	*	X30250	29952	140004992	140009195	4204	-	0	inside	58	DPP7
chr9	140009223	140009342	120	*	X30251	29952	140004992	140009195	4204	-	27	upstream	27	DPP7
chr9	140032816	140032845	30	*	X30252	2902	140033609	140063214	29606	+	763	upstream	763	GRIN1
chr9	140116002	140116358	357	*	X30263	727800	140114699	140115775	1077	-	226	upstream	226	RNF208
chr9	140116689	140116913	225	*	X30264	727800	140114699	140115775	1077	-	913	upstream	913	RNF208
chr9	140117777	140117963	187	*	X30265	375791	140119644	140120763	1120	+	1680	upstream	1680	CYSRT1
chr9	140134468	140134572	105	*	X30266	10383	140135711	140138159	2449	+	1138	upstream	1138	TUBB4B
chr9	140149118	140149192	75	*	X30268	100129722	140144671	140147949	3279	-	1168	upstream	1168	STPG3-AS1
chr9	140149118	140149192	75	*	X30268	25920	140149759	140168000	18242	+	566	upstream	566	NELFB
chr9	140149883	140150002	120	*	X30269	100129722	140144671	140147949	3279	-	1933	upstream	1933	STPG3-AS1
chr9	140149883	140150002	120	*	X30269	25920	140149759	140168000	18242	+	0	inside	123	NELFB
chr9	140171883	140171987	105	*	X30271	54863	140172280	140177093	4814	+	292	upstream	292	TOR4A
chr9	140172513	140172647	135	*	X30272	54863	140172280	140177093	4814	+	0	inside	232	TOR4A
chr9	140196944	140197041	98	*	X30282	441478	140194083	140196703	2621	-	240	upstream	240	NRARP
chr9	140317161	140317265	105	*	X30286	10811	140317847	140328858	11012	+	581	upstream	581	NOXA1
chr9	140317890	140317910	21	*	X30287	10811	140317847	140328858	11012	+	0	inside	42	NOXA1
chr9	140317890	140317910	21	*	X30287	54932	140201348	140317714	116367	-	175	upstream	175	EXD3
chr9	140335837	140335985	149	*	X30288	377841	140328816	140335901	7086	-	0	overlapStart	0	ENTPD8
chr9	140353687	140353776	90	*	X30294	26012	140342023	140353786	11764	-	0	inside	9	NSMF
chr9	140445018	140445034	17	*	X30295	64975	140446309	140447007	699	+	1274	upstream	1274	MRPL41
chr9	140445018	140445034	17	*	X30295	375775	140354405	140444986	90582	-	31	upstream	31	PNPLA7
chr9	140445556	140445812	257	*	X30296	64975	140446309	140447007	699	+	496	upstream	496	MRPL41
chr9	140445556	140445812	257	*	X30296	375775	140354405	140444986	90582	-	569	upstream	569	PNPLA7
chr9	140499254	140499260	7	*	X30298	92714	140500096	140510657	10562	+	835	upstream	835	ARRDC1
chr9	140499317	140499643	327	*	X30299	92714	140500096	140510657	10562	+	452	upstream	452	ARRDC1
chr9	140499779	140499813	35	*	X30300	92714	140500096	140510657	10562	+	282	upstream	282	ARRDC1
chr9	140500099	140500228	130	*	X30301	92714	140500096	140510657	10562	+	0	inside	2	ARRDC1
chr9	140500246	140500335	90	*	X30302	92714	140500096	140510657	10562	+	0	inside	149	ARRDC1
chr9	140512633	140512842	210	*	X30303	79813	140513444	140730578	217135	+	601	upstream	601	EHMT1
chr9	140513714	140513788	75	*	X30304	79813	140513444	140730578	217135	+	0	inside	269	EHMT1
chr9	140513714	140513788	75	*	X30304	85026	140509784	140513308	3525	-	405	upstream	405	ARRDC1-AS1
chr9	140772175	140772258	84	*	X30306	774	140772241	141019076	246836	+	0	overlapStart	0	CACNA1B
chrX	2746882	2746956	75	*	X30341	8908	2746863	2800861	53999	+	0	inside	18	GYG2
chrX	2747032	2747571	540	*	X30342	8908	2746863	2800861	53999	+	0	inside	168	GYG2
chrX	2847118	2847252	135	*	X30345	414	2822011	2847416	25406	-	0	inside	163	ARSD
chrX	3264683	3264787	105	*	X30346	25878	3226609	3264684	38076	-	0	overlapStart	0	MXRA5
chrX	3265354	3265473	120	*	X30347	25878	3226609	3264684	38076	-	669	upstream	669	MXRA5
chrX	3631565	3631799	235	*	X30348	5613	3522384	3631675	109292	-	0	overlapStart	0	PRKX
chrX	3632375	3632414	40	*	X30349	5613	3522384	3631675	109292	-	699	upstream	699	PRKX
chrX	7065249	7065383	135	*	X30356	412	7065293	7272682	207390	+	0	overlapStart	0	STS
chrX	7065249	7065383	135	*	X30356	100616467	7065901	7065978	78	+	517	upstream	517	MIR4767
chrX	8700381	8700500	120	*	X30359	3730	8496915	8700227	203313	-	153	upstream	153	ANOS1
chrX	8700741	8700785	45	*	X30360	3730	8496915	8700227	203313	-	513	upstream	513	ANOS1
chrX	9733900	9733989	90	*	X30365	4935	9693453	9734005	40553	-	0	inside	15	GPR143
chrX	9754029	9754448	420	*	X30366	357	9754496	9917481	162986	+	47	upstream	47	SHROOM2
chrX	9982977	9983351	375	*	X30367	55841	9983795	10112518	128724	+	443	upstream	443	WWC3
chrX	9983427	9983606	180	*	X30368	55841	9983795	10112518	128724	+	188	upstream	188	WWC3
chrX	11684008	11684127	120	*	X30372	395	11155663	11683821	528159	-	186	upstream	186	ARHGAP6
chrX	11684143	11684229	87	*	X30373	395	11155663	11683821	528159	-	321	upstream	321	ARHGAP6
chrX	11684274	11684277	4	*	X30374	395	11155663	11683821	528159	-	452	upstream	452	ARHGAP6
chrX	11776246	11776350	105	*	X30375	10943	11776278	11793872	17595	+	0	overlapStart	0	MSL3
chrX	11776513	11776752	240	*	X30376	10943	11776278	11793872	17595	+	0	inside	234	MSL3
chrX	12156521	12156640	120	*	X30377	9758	12156585	12742642	586058	+	0	overlapStart	0	FRMPD4
chrX	12809320	12809484	165	*	X30378	5634	12809474	12842346	32873	+	0	overlapStart	0	PRPS2
chrX	12993020	12993259	240	*	X30379	7114	12993226	12995346	2121	+	0	overlapStart	0	TMSB4X
chrX	13587618	13587737	120	*	X30381	25975	13587694	13651694	64001	+	0	overlapStart	0	EGFL6
chrX	13956997	13957176	180	*	X30385	2824	13789062	13956831	167770	-	165	upstream	165	GPM6B
chrX	14547284	14547375	92	*	X30386	2742	14547420	14749933	202514	+	44	upstream	44	GLRA2
chrX	14547434	14547583	150	*	X30387	2742	14547420	14749933	202514	+	0	inside	13	GLRA2
chrX	14890611	14890683	73	*	X30388	158747	14891527	14939459	47933	+	843	upstream	843	MOSPD2
chrX	14891464	14891495	32	*	X30389	158747	14891527	14939459	47933	+	31	upstream	31	MOSPD2
chrX	14891464	14891495	32	*	X30389	2187	14861529	14891184	29656	-	279	upstream	279	FANCB
chrX	15353329	15353448	120	*	X30390	5277	15337573	15353676	16104	-	0	inside	227	PIGA
chrX	15756323	15756586	264	*	X30392	11238	15756412	15805748	49337	+	0	overlapStart	0	CA5B
chrX	16804834	16805208	375	*	X30395	55787	16804555	16862642	58088	+	0	inside	278	TXLNG
chrX	16888754	16888825	72	*	X30396	5931	16862775	16888534	25760	-	219	upstream	219	RBBP7
chrX	16888836	16888940	105	*	X30397	5931	16862775	16888534	25760	-	301	upstream	301	RBBP7
chrX	16964776	16964978	203	*	X30398	9185	16964814	17171403	206590	+	0	overlapStart	0	REPS2
chrX	17392955	17393134	180	*	X30399	4810	17393543	17754113	360571	+	408	upstream	408	NHS
chrX	17393165	17393239	75	*	X30400	4810	17393543	17754113	360571	+	303	upstream	303	NHS
chrX	17393375	17393494	120	*	X30401	4810	17393543	17754113	360571	+	48	upstream	48	NHS
chrX	17754891	17754980	90	*	X30406	6322	17755592	17773105	17514	+	611	upstream	611	SCML1
chrX	17879443	17879529	87	*	X30410	10742	17818169	17879457	61289	-	0	overlapStart	0	RAI2
chrX	17879686	17879877	192	*	X30411	10742	17818169	17879457	61289	-	228	upstream	228	RAI2
chrX	18443051	18443320	270	*	X30413	6792	18443725	18671749	228025	+	404	upstream	404	CDKL5
chrX	18443628	18443783	156	*	X30414	6792	18443725	18671749	228025	+	0	overlapStart	0	CDKL5
chrX	19002717	19002851	135	*	X30418	5256	18910416	19002480	92065	-	236	upstream	236	PHKA2
chrX	19140830	19140934	105	*	X30419	10149	19007425	19140755	133331	-	74	upstream	74	ADGRG2
chrX	19362224	19362343	120	*	X30420	5160	19362011	19379825	17815	+	0	inside	212	PDHA1
chrX	19533646	19533750	105	*	X30423	389840	19378176	19533379	155204	-	266	upstream	266	MAP3K15
chrX	19906121	19906225	105	*	X30425	30011	19552083	19905744	353662	-	376	upstream	376	SH3KBP1
chrX	20008846	20009250	405	*	X30426	729609	20004935	20007897	2963	-	948	upstream	948	LOC729609
chrX	20134691	20134840	150	*	X30428	256714	20024831	20135114	110284	-	0	inside	273	MAP7D2
chrX	20285724	20285858	135	*	X30432	6197	20168029	20285523	117495	-	200	upstream	200	RPS6KA3
chrX	20286104	20286190	87	*	X30433	6197	20168029	20285523	117495	-	580	upstream	580	RPS6KA3
chrX	20286071	20286080	10	*	X30434	6197	20168029	20285523	117495	-	547	upstream	547	RPS6KA3
chrX	21958526	21958645	120	*	X30437	6611	21958691	22012955	54265	+	45	upstream	45	SMS
chrX	21958704	21958793	90	*	X30438	6611	21958691	22012955	54265	+	0	inside	12	SMS
chrX	23350989	23351078	90	*	X30441	139411	23352985	23414918	61934	+	1906	upstream	1906	PTCHD1
chrX	23352437	23352541	105	*	X30442	139411	23352985	23414918	61934	+	443	upstream	443	PTCHD1
chrX	23352662	23352841	180	*	X30443	139411	23352985	23414918	61934	+	143	upstream	143	PTCHD1
chrX	23685522	23685641	120	*	X30445	10549	23685645	23704514	18870	+	3	upstream	3	PRDX4
chrX	23925262	23925396	135	*	X30448	254158	23926123	23957624	31502	+	726	upstream	726	CXorf58
chrX	23925532	23925636	105	*	X30449	254158	23926123	23957624	31502	+	486	upstream	486	CXorf58
chrX	24167308	24167532	225	*	X30454	7543	24167762	24234372	66611	+	229	upstream	229	ZFX
chrX	24167308	24167532	225	*	X30454	100873922	24164342	24167771	3430	-	0	inside	238	ZFX-AS1
chrX	24167741	24167845	105	*	X30455	7543	24167762	24234372	66611	+	0	overlapStart	0	ZFX
chrX	24167741	24167845	105	*	X30455	100873922	24164342	24167771	3430	-	0	overlapStart	0	ZFX-AS1
chrX	24168283	24168360	78	*	X30456	100873922	24164342	24167771	3430	-	511	upstream	511	ZFX-AS1
chrX	24168442	24168537	96	*	X30457	100873922	24164342	24167771	3430	-	670	upstream	670	ZFX-AS1
chrX	24482663	24483035	373	*	X30460	5165	24483344	24568583	85240	+	308	upstream	308	PDK3
chrX	25033914	25033978	65	*	X30465	170302	25021813	25034065	12253	-	0	inside	86	ARX
chrX	25035740	25035758	19	*	X30466	170302	25021813	25034065	12253	-	1674	upstream	1674	ARX
chrX	28604954	28604955	2	*	X30469	11141	28605681	29974017	1368337	+	725	upstream	725	IL1RAPL1
chrX	28605361	28605437	77	*	X30470	11141	28605681	29974017	1368337	+	243	upstream	243	IL1RAPL1
chrX	30327230	30327349	120	*	X30472	190	30322539	30327495	4957	-	0	inside	145	NR0B1
chrX	30671756	30671950	195	*	X30473	2710	30671476	30749577	78102	+	0	inside	279	GK
chrX	34675475	34675579	105	*	X30479	83604	34645181	34675405	30225	-	69	upstream	69	TMEM47
chrX	37208360	37208449	90	*	X30481	5638	37208528	37316548	108021	+	78	upstream	78	PRRG1
chrX	37208549	37208553	5	*	X30482	5638	37208528	37316548	108021	+	0	inside	20	PRRG1
chrX	37544941	37545039	99	*	X30485	7504	37545133	37591383	46251	+	93	upstream	93	XK
chrX	38080150	38080254	105	*	X30492	8406	38008588	38080177	71590	-	0	overlapStart	0	SRPX
chrX	38660745	38660849	105	*	X30496	58526	38660685	38665783	5099	+	0	inside	59	MID1IP1
chrX	38660880	38660999	120	*	X30497	58526	38660685	38665783	5099	+	0	inside	194	MID1IP1
chrX	40036326	40036460	135	*	X30566	54880	39910499	40036582	126084	-	0	inside	121	BCOR
chrX	40440397	40440486	90	*	X30567	10159	40440216	40465888	25673	+	0	inside	180	ATP6AP2
chrX	40506466	40506615	150	*	X30570	159013	40486173	40506819	20647	-	0	inside	203	CXorf38
chrX	40594869	40594943	75	*	X30573	9282	40508795	40595136	86342	-	0	inside	192	MED14
chrX	40595147	40595236	90	*	X30574	9282	40508795	40595136	86342	-	10	upstream	10	MED14
chrX	41192542	41192733	192	*	X30577	1654	41192651	41223725	31075	+	0	overlapStart	0	DDX3X
chrX	41782069	41782188	120	*	X30579	8573	41374189	41782287	408099	-	0	inside	98	CASK
chrX	41782264	41782383	120	*	X30580	8573	41374189	41782287	408099	-	0	overlapStart	0	CASK
chrX	43513820	43513837	18	*	X30581	4128	43514155	43606071	91917	+	317	upstream	317	MAOA
chrX	43741307	43741456	150	*	X30583	4129	43625857	43741721	115865	-	0	inside	264	MAOB
chrX	43741742	43741801	60	*	X30584	4129	43625857	43741721	115865	-	20	upstream	20	MAOB
chrX	44202943	44203074	132	*	X30585	80258	44007128	44202923	195796	-	19	upstream	19	EFHC2
chrX	44401817	44401981	165	*	X30586	139341	44382885	44402221	19337	-	0	inside	239	FUNDC1
chrX	44402031	44402135	105	*	X30587	139341	44382885	44402221	19337	-	0	inside	85	FUNDC1
chrX	44731977	44732111	135	*	X30588	7403	44732423	44971845	239423	+	311	upstream	311	KDM6A
chrX	44732360	44732561	202	*	X30589	7403	44732423	44971845	239423	+	0	overlapStart	0	KDM6A
chrX	46306793	46306912	120	*	X30593	55634	46306624	46334074	27451	+	0	inside	168	KRBOX4
chrX	46404579	46404788	210	*	X30594	401588	46404925	46407910	2986	+	136	upstream	136	ZNF674-AS1
chrX	46404579	46404788	210	*	X30594	641339	46357160	46404892	47733	-	0	inside	103	ZNF674
chrX	46771799	46771903	105	*	X30598	9767	46771736	46920641	148906	+	0	inside	62	JADE3
chrX	46771952	46772116	165	*	X30599	9767	46771736	46920641	148906	+	0	inside	215	JADE3
chrX	46937723	46937791	69	*	X30601	9104	46937775	46952712	14938	+	0	overlapStart	0	RGN
chrX	47003758	47003847	90	*	X30606	8241	47004617	47046214	41598	+	769	upstream	769	RBM10
chrX	47004901	47005020	120	*	X30607	8241	47004617	47046214	41598	+	0	inside	283	RBM10
chrX	47004901	47005020	120	*	X30607	54539	47001615	47004609	2995	-	291	upstream	291	NDUFB11
chrX	47005079	47005243	165	*	X30608	54539	47001615	47004609	2995	-	469	upstream	469	NDUFB11
chrX	47005289	47005483	195	*	X30609	54539	47001615	47004609	2995	-	679	upstream	679	NDUFB11
chrX	47050493	47050642	150	*	X30610	7317	47050199	47074527	24329	+	0	inside	293	UBA1
chrX	47342277	47342411	135	*	X30623	7592	47305561	47342610	37050	-	0	inside	198	ZNF41
chrX	47420028	47420117	90	*	X30626	369	47420499	47431320	10822	+	381	upstream	381	ARAF
chrX	47420658	47420762	105	*	X30627	369	47420499	47431320	10822	+	0	inside	158	ARAF
chrX	47420793	47420927	135	*	X30628	369	47420499	47431320	10822	+	0	inside	293	ARAF
chrX	47441529	47441738	210	*	X30632	7076	47441690	47446190	4501	+	0	overlapStart	0	TIMP1
chrX	47441973	47442168	196	*	X30633	7076	47441690	47446190	4501	+	0	inside	282	TIMP1
chrX	47479125	47479229	105	*	X30635	6853	47431300	47479256	47957	-	0	inside	26	SYN1
chrX	47479560	47479694	135	*	X30636	6853	47431300	47479256	47957	-	303	upstream	303	SYN1
chrX	47509725	47510005	281	*	X30640	2002	47494919	47510003	15085	-	0	overlapStart	0	ELK1
chrX	47510284	47510414	131	*	X30641	2002	47494919	47510003	15085	-	280	upstream	280	ELK1
chrX	47518086	47518220	135	*	X30642	100133957	47518232	47519776	1545	+	11	upstream	11	UXT-AS1
chrX	47695826	47695975	150	*	X30643	347344	47696301	47781655	85355	+	325	upstream	325	ZNF81
chrX	47863109	47863288	180	*	X30644	389852	47863734	47991997	128264	+	445	upstream	445	SPACA5
chrX	47863109	47863288	180	*	X30644	7569	47834250	47863394	29145	-	0	inside	105	ZNF182
chrX	47931114	47931233	120	*	X30646	57232	47842685	47931025	88341	-	88	upstream	88	ZNF630
chrX	48333884	48333900	17	*	X30652	24140	48334549	48344752	10204	+	648	upstream	648	FTSJ1
chrX	48334371	48334445	75	*	X30653	24140	48334549	48344752	10204	+	103	upstream	103	FTSJ1
chrX	48367201	48367335	135	*	X30656	64840	48367371	48379202	11832	+	35	upstream	35	PORCN
chrX	48367621	48367770	150	*	X30657	64840	48367371	48379202	11832	+	0	inside	249	PORCN
chrX	48380221	48380430	210	*	X30658	10682	48380164	48387104	6941	+	0	inside	56	EBP
chrX	48397911	48398300	390	*	X30659	4943	48398075	48420997	22923	+	0	overlapStart	0	TBC1D25
chrX	48398316	48398690	375	*	X30660	4943	48398075	48420997	22923	+	0	inside	240	TBC1D25
chrX	48456112	48456231	120	*	X30661	64743	48455880	48463582	7703	+	0	inside	231	WDR13
chrX	48660442	48661107	666	*	X30669	10013	48660287	48683380	23094	+	0	inside	154	HDAC6
chrX	48693688	48693807	120	*	X30672	27344	48689504	48694036	4533	-	0	inside	228	PCSK1N
chrX	48694059	48694088	30	*	X30673	27344	48689504	48694036	4533	-	22	upstream	22	PCSK1N
chrX	48753852	48753917	66	*	X30677	10084	48755195	48760422	5228	+	1277	upstream	1277	PQBP1
chrX	48754445	48754639	195	*	X30678	10084	48755195	48760422	5228	+	555	upstream	555	PQBP1
chrX	48776999	48777118	120	*	X30684	11040	48770459	48776413	5955	-	585	upstream	585	PIM2
chrX	48816347	48816421	75	*	X30685	55593	48779303	48815648	36346	-	698	upstream	698	OTUD5
chrX	48827766	48828194	429	*	X30686	3750	48818639	48828251	9613	-	0	inside	56	KCND1
chrX	48828433	48828522	90	*	X30687	3750	48818639	48828251	9613	-	181	upstream	181	KCND1
chrX	48858399	48858533	135	*	X30690	56850	48830134	48858675	28542	-	0	inside	141	GRIPAP1
chrX	48858549	48858668	120	*	X30691	56850	48830134	48858675	28542	-	0	inside	6	GRIPAP1
chrX	48900725	48901159	435	*	X30696	7030	48886242	48900990	14749	-	0	overlapStart	0	TFE3
chrX	48910841	48910904	64	*	X30697	90060	48910961	48927510	16550	+	56	upstream	56	CCDC120
chrX	48910940	48911005	66	*	X30698	90060	48910961	48927510	16550	+	0	overlapStart	0	CCDC120
chrX	48911018	48911122	105	*	X30699	90060	48910961	48927510	16550	+	0	inside	56	CCDC120
chrX	48937936	48938087	152	*	X30707	11230	48928818	48937564	8747	-	371	upstream	371	PRAF2
chrX	49028119	49028223	105	*	X30716	5355	49028184	49031468	3285	+	0	overlapStart	0	PLP2
chrX	49043339	49043390	52	*	X30720	4007	49031906	49042776	10871	-	562	upstream	562	PRICKLE3
chrX	49091990	49092184	195	*	X30726	28952	49091927	49106987	15061	+	0	inside	62	CCDC22
chrX	49125995	49126099	105	*	X30727	89801	49126306	49144555	18250	+	206	upstream	206	PPP1R3F
chrX	49644182	49644316	135	*	X30729	389856	49644470	49647168	2699	+	153	upstream	153	USP27X
chrX	49644182	49644316	135	*	X30729	158572	49641327	49643959	2633	-	222	upstream	222	USP27X-AS1
chrX	49644354	49644473	120	*	X30730	389856	49644470	49647168	2699	+	0	overlapStart	0	USP27X
chrX	49644354	49644473	120	*	X30730	158572	49641327	49643959	2633	-	394	upstream	394	USP27X-AS1
chrX	49687364	49687498	135	*	X30731	1184	49687225	49863892	176668	+	0	inside	138	CLCN5
chrX	50214001	50214105	105	*	X30734	139189	50111879	50213721	101843	-	279	upstream	279	DGKK
chrX	50214301	50214405	105	*	X30735	139189	50111879	50213721	101843	-	579	upstream	579	DGKK
chrX	51075312	51075386	75	*	X30737	170685	51075083	51080377	5295	+	0	inside	228	NUDT10
chrX	51239728	51239802	75	*	X30741	55190	51232863	51239459	6597	-	268	upstream	268	NUDT11
chrX	53077077	53077196	120	*	X30751	54328	53078506	53109796	31291	+	1309	upstream	1309	GPR173
chrX	53077362	53077554	193	*	X30752	54328	53078506	53109796	31291	+	951	upstream	951	GPR173
chrX	53077636	53077676	41	*	X30753	54328	53078506	53109796	31291	+	829	upstream	829	GPR173
chrX	53077842	53077991	150	*	X30754	54328	53078506	53109796	31291	+	514	upstream	514	GPR173
chrX	53078248	53078456	209	*	X30755	54328	53078506	53109796	31291	+	49	upstream	49	GPR173
chrX	53111031	53111205	175	*	X30758	64061	53111542	53117728	6187	+	336	upstream	336	TSPYL2
chrX	53448133	53448237	105	*	X30766	158787	53449805	53458063	8259	+	1567	upstream	1567	RIBC1
chrX	53449183	53449317	135	*	X30767	158787	53449805	53458063	8259	+	487	upstream	487	RIBC1
chrX	53449693	53449722	30	*	X30768	158787	53449805	53458063	8259	+	82	upstream	82	RIBC1
chrX	53449693	53449722	30	*	X30768	8243	53401070	53449618	48549	-	74	upstream	74	SMC1A
chrX	53450083	53450232	150	*	X30769	158787	53449805	53458063	8259	+	0	inside	277	RIBC1
chrX	53450083	53450232	150	*	X30769	8243	53401070	53449618	48549	-	464	upstream	464	SMC1A
chrX	53713299	53713463	165	*	X30774	10075	53559057	53713697	154641	-	0	inside	233	HUWE1
chrX	53713629	53713763	135	*	X30775	10075	53559057	53713697	154641	-	0	overlapStart	0	HUWE1
chrX	54071253	54071372	120	*	X30778	23133	53963113	54071569	108457	-	0	inside	196	PHF8
chrX	54209691	54209795	105	*	X30780	54954	54094757	54209714	114958	-	0	overlapStart	0	FAM120C
chrX	54209807	54209926	120	*	X30781	54954	54094757	54209714	114958	-	92	upstream	92	FAM120C
chrX	54210002	54210106	105	*	X30782	54954	54094757	54209714	114958	-	287	upstream	287	FAM120C
chrX	54384481	54384555	75	*	X30785	65267	54219256	54384438	165183	-	42	upstream	42	WNK3
chrX	54522401	54522490	90	*	X30787	2245	54471887	54522599	50713	-	0	inside	108	FGD1
chrX	54522581	54522765	185	*	X30788	2245	54471887	54522599	50713	-	0	overlapStart	0	FGD1
chrX	54834125	54834199	75	*	X30791	10916	54834171	54842445	8275	+	0	overlapStart	0	MAGED2
chrX	54834455	54834619	165	*	X30792	10916	54834171	54842445	8275	+	0	inside	283	MAGED2
chrX	55027002	55027691	690	*	X30798	27301	55026756	55034306	7551	+	0	inside	245	APEX2
chrX	55516054	55516158	105	*	X30801	158880	55511049	55515631	4583	-	422	upstream	422	USP51
chrX	55516249	55516353	105	*	X30802	158880	55511049	55515631	4583	-	617	upstream	617	USP51
chrX	55516611	55516715	105	*	X30803	158880	55511049	55515631	4583	-	979	upstream	979	USP51
chrX	55744024	55744173	150	*	X30804	10325	55744110	55785207	41098	+	0	overlapStart	0	RRAGB
chrX	56258439	56258558	120	*	X30805	11279	56258822	56314322	55501	+	263	upstream	263	KLF8
chrX	56258649	56258783	135	*	X30806	11279	56258822	56314322	55501	+	38	upstream	38	KLF8
chrX	56589971	56589971	1	*	X30808	29978	56590026	56593443	3418	+	54	upstream	54	UBQLN2
chrX	56589974	56590090	117	*	X30809	29978	56590026	56593443	3418	+	0	overlapStart	0	UBQLN2
chrX	56590099	56590128	30	*	X30810	29978	56590026	56593443	3418	+	0	inside	72	UBQLN2
chrX	56755319	56755438	120	*	X30811	550643	56755718	56844004	88287	+	279	upstream	279	NBDY
chrX	56755607	56755696	90	*	X30812	550643	56755718	56844004	88287	+	21	upstream	21	NBDY
chrX	57022115	57022182	68	*	X30813	169981	57002803	57021988	19186	-	126	upstream	126	SPIN3
chrX	57148201	57148320	120	*	X30815	474343	57146115	57147979	1865	-	221	upstream	221	SPIN2B
chrX	62570922	62571026	105	*	X30816	139886	62567107	62571218	4112	-	0	inside	191	SPIN4
chrX	62571162	62571281	120	*	X30817	139886	62567107	62571218	4112	-	0	overlapStart	0	SPIN4
chrX	63005049	63005153	105	*	X30820	23229	62854848	63005426	150579	-	0	inside	272	ARHGEF9
chrX	63005424	63005540	117	*	X30821	23229	62854848	63005426	150579	-	0	overlapStart	0	ARHGEF9
chrX	63425526	63425630	105	*	X30824	139285	63404997	63425624	20628	-	0	overlapStart	0	AMER1
chrX	63615257	63615376	120	*	X30825	55613	63444072	63615333	171262	-	0	overlapStart	0	MTMR8
chrX	64887410	64887620	211	*	X30830	4478	64887511	64961793	74283	+	0	overlapStart	0	MSN
chrX	65858793	65858942	150	*	X30832	60401	65815482	65859140	43659	-	0	inside	197	EDA2R
chrX	65859019	65859034	16	*	X30833	60401	65815482	65859140	43659	-	0	inside	105	EDA2R
chrX	66763767	66763871	105	*	X30834	367	66763874	66950461	186588	+	2	upstream	2	AR
chrX	66764118	66764184	67	*	X30835	367	66763874	66950461	186588	+	0	inside	243	AR
chrX	67718595	67718669	75	*	X30838	286451	67718624	67757127	38504	+	0	overlapStart	0	YIPF6
chrX	67867443	67867517	75	*	X30839	9754	67867511	67945684	78174	+	0	overlapStart	0	STARD8
chrX	68047906	68048025	120	*	X30841	1947	68048840	68066029	17190	+	814	upstream	814	EFNB1
chrX	68048152	68048286	135	*	X30842	1947	68048840	68066029	17190	+	553	upstream	553	EFNB1
chrX	68723610	68723643	34	*	X30848	27112	68725078	68752351	27274	+	1434	upstream	1434	FAM155B
chrX	68723959	68724213	255	*	X30849	27112	68725078	68752351	27274	+	864	upstream	864	FAM155B
chrX	68835923	68835979	57	*	X30852	1896	68835911	69259321	423411	+	0	inside	11	EDA
chrX	69353227	69353331	105	*	X30854	3476	69353299	69386173	32875	+	0	overlapStart	0	IGBP1
chrX	69510143	69510247	105	*	X30855	24137	69509879	69640774	130896	+	0	inside	263	KIF4A
chrX	69510143	69510247	105	*	X30855	51248	69506211	69509798	3588	-	344	upstream	344	PDZD11
chrX	69642934	69643048	115	*	X30856	54857	69642881	69653241	10361	+	0	inside	52	GDPD2
chrX	69664965	69665054	90	*	X30861	1741	69664705	69725339	60635	+	0	inside	259	DLG3
chrX	70151298	70151417	120	*	X30870	84889	70145430	70150975	5546	-	322	upstream	322	SLC7A3
chrX	70315205	70315330	126	*	X30873	4303	70315999	70323384	7386	+	668	upstream	668	FOXO4
chrX	70315775	70316089	315	*	X30874	4303	70315999	70323384	7386	+	0	overlapStart	0	FOXO4
chrX	70364774	70365253	480	*	X30879	54413	70364681	70391051	26371	+	0	inside	92	NLGN3
chrX	70502729	70502848	120	*	X30885	4841	70503042	70521018	17977	+	193	upstream	193	NONO
chrX	70503059	70503144	86	*	X30886	4841	70503042	70521018	17977	+	0	inside	16	NONO
chrX	70585968	70585997	30	*	X30887	6872	70586114	70752224	166111	+	116	upstream	116	TAF1
chrX	70586323	70586607	285	*	X30888	6872	70586114	70752224	166111	+	0	inside	208	TAF1
chrX	71130573	71130737	165	*	X30891	340527	71130938	71363424	232487	+	200	upstream	200	NHSL2
chrX	71131182	71131376	195	*	X30892	340527	71130938	71363424	232487	+	0	inside	243	NHSL2
chrX	71351672	71351696	25	*	X30896	340526	71346961	71351751	4791	-	0	inside	54	RTL5
chrX	71351785	71351806	22	*	X30897	340526	71346961	71351751	4791	-	33	upstream	33	RTL5
chrX	71352219	71352308	90	*	X30898	340526	71346961	71351751	4791	-	467	upstream	467	RTL5
chrX	71401279	71401383	105	*	X30899	5303	71401526	71483814	82289	+	142	upstream	142	PIN4
chrX	71401699	71401818	120	*	X30900	5303	71401526	71483814	82289	+	0	inside	172	PIN4
chrX	71528694	71528828	135	*	X30906	4435	71521488	71527037	5550	-	1656	upstream	1656	CITED1
chrX	72782781	72782975	195	*	X30912	53344	72782984	72906937	123954	+	8	upstream	8	CHIC1
chrX	72782781	72782975	195	*	X30912	139201	72744111	72782921	38811	-	0	overlapStart	0	MAP2K4P1
chrX	73513359	73513469	111	*	X30915	100302692	73247971	73513409	265439	-	0	overlapStart	0	FTX
